id_fuente,suma_EFA,suma_GEE,Descuento_FNCE,Descuento_GEE,FNCE,GEE,GEE_final
142241.0,0,0,0.0,0.0,0.0,0.0,0.0
142243.0,0,0,0.0,0.0,0.0,0.0,0.0
142247.0,0,0,0.0,0.0,0.0,0.0,0.0
142248.0,0,0,0.0,0.0,0.0,0.0,0.0
142249.0,0,0,0.0,0.0,0.0,0.0,0.0
142251.0,0,7884,0.0,3942.0,0.0,3942.0,3942.0
142252.0,0,0,0.0,0.0,0.0,0.0,0.0
142254.0,0,0,0.0,0.0,0.0,0.0,0.0
142255.0,0,1000,0.0,500.0,0.0,500.0,500.0
142256.0,0,0,0.0,0.0,0.0,0.0,0.0
142258.0,0,0,0.0,0.0,0.0,0.0,0.0
142259.0,0,0,0.0,0.0,0.0,0.0,0.0
142260.0,0,0,0.0,0.0,0.0,0.0,0.0
142264.0,0,0,0.0,0.0,0.0,0.0,0.0
142268.0,0,0,0.0,0.0,0.0,0.0,0.0
142287.0,0,0,0.0,0.0,0.0,0.0,0.0
142290.0,0,0,0.0,0.0,0.0,0.0,0.0
142294.0,0,11000,0.0,5500.0,0.0,5500.0,5500.0
142300.0,0,0,0.0,0.0,0.0,0.0,0.0
142301.0,0,0,0.0,0.0,0.0,0.0,0.0
142303.0,0,0,0.0,0.0,0.0,0.0,0.0
142305.0,0,0,0.0,0.0,0.0,0.0,0.0
142308.0,0,0,0.0,0.0,0.0,0.0,0.0
142312.0,0,0,0.0,0.0,0.0,0.0,0.0
142315.0,0,0,0.0,0.0,0.0,0.0,0.0
142318.0,0,0,0.0,0.0,0.0,0.0,0.0
142319.0,0,0,0.0,0.0,0.0,0.0,0.0
142338.0,0,0,0.0,0.0,0.0,0.0,0.0
142342.0,0,0,0.0,0.0,0.0,0.0,0.0
142345.0,0,0,0.0,0.0,0.0,0.0,0.0
142348.0,0,0,0.0,0.0,0.0,0.0,0.0
142349.0,0,0,0.0,0.0,0.0,0.0,0.0
142357.0,0,0,0.0,0.0,0.0,0.0,0.0
142360.0,0,8000,0.0,4000.0,0.0,4000.0,2000.0
142361.0,0,0,0.0,0.0,0.0,0.0,0.0
142367.0,0,0,0.0,0.0,0.0,0.0,0.0
142374.0,0,0,0.0,0.0,0.0,0.0,0.0
142376.0,0,0,0.0,0.0,0.0,0.0,0.0
142379.0,0,0,0.0,0.0,0.0,0.0,0.0
142385.0,0,390,0.0,195.0,0.0,195.0,195.0
142391.0,0,0,0.0,0.0,0.0,0.0,0.0
142416.0,0,0,0.0,0.0,0.0,0.0,0.0
142423.0,0,0,0.0,0.0,0.0,0.0,0.0
142427.0,0,0,0.0,0.0,0.0,0.0,0.0
142431.0,0,0,0.0,0.0,0.0,0.0,0.0
142434.0,0,0,0.0,0.0,0.0,0.0,0.0
142449.0,10753,146754,5376.5,73377.0,5376.5,73377.0,68292.0
