id_fuente,region,FNCE,Descuento_FNCE,GEE_final,Descuento_GEE,Sugerencia
142520.0,2,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142530.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142532.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142537.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142553.0,3,0.0,0.0,28089.125,28089.125,Considerar invertir en EFA
142561.0,1,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142562.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142566.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142567.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142574.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142576.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142578.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142593.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142610.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142621.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142623.0,2,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142624.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142628.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142630.0,2,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142635.0,2,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142636.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142637.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142648.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142655.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142657.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142674.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142684.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142694.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142701.0,3,0.0,0.0,8075.0,8075.0,Considerar invertir en EFA
142705.0,2,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142724.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142753.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142754.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142762.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142777.0,4,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142779.0,4,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142792.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142803.0,5,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142805.0,2,0.0,0.0,0.0,0.0,Considerar invertir en EFA
142807.0,3,0.0,0.0,0.0,0.0,Considerar invertir en EFA
